Grupo,Codigo de barras,Articulo,deposito 1,deposito 2,deposito 3,deposito 4,deposito 5
AMOBLAMIENTO,AMLM-AM-U61-B,BANQUETA TAPIZADA COST BCO  BASE PINTADA NEGRO,,,1,,
